directory_name,name,packages,version,average_entropy,python_file_count,package_size,contains_ip,contains_domain,contains_bytestrings,contains_base64,contains_eval,contains_import_subprocess,contains_import_os,contains_import_network_modules,contains_os_environ_access,license,author,author_email,package_dir,url,keywords,install_requires,description,long_description_content_type,long_description,classifiers,zip_safe,cmdclass,python_requires,tests_require,package_data,include_package_data,extras_require,project_urls,maintainer,py_modules,scripts,data_files,entry_points,null,platforms,download_url,py_module,setup_requires,options,post_install,authors,test_suite,platform,bugtrack_url,package
cryptoeed,cryptoeed,['cryptoeed'],0.1,1.8795519608869868,2,1235219,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
botaa3,boto3,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[keyword(arg='exclude', value=List(elts=[Constant(value='tests*')], ctx=Load()))])","Call(func=Name(id='get_version', ctx=Load()), args=[], keywords=[])",4.46200117788925,38,2170127,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Apache License 2.0,Amazon Web Services,,,https://github.com/boto/boto3,,"Name(id='requires', ctx=Load())",The AWS SDK for Python,,"Call(func=Attribute(value=Call(func=Name(id='open', ctx=Load()), args=[Constant(value='README.rst')], keywords=[]), attr='read', ctx=Load()), args=[], keywords=[])","['Development Status :: 5 - Production/Stable', 'Intended Audience :: Developers', 'Natural Language :: English', 'License :: OSI Approved :: Apache Software License', 'Programming Language :: Python', 'Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.6', 'Programming Language :: Python :: 3.7', 'Programming Language :: Python :: 3.8', 'Programming Language :: Python :: 3.9', 'Programming Language :: Python :: 3.10']",,,>= 3.6,,"{'boto3': ['data/aws/resources/*.json', 'examples/*.rst']}",True,,"{'Documentation': 'https://boto3.amazonaws.com/v1/documentation/api/latest/index.html', 'Source': 'https://github.com/boto/boto3'}",,,[],,,,,,,,,,,,,,
pyygame,pyygame,['pyygame'],0.1,1.8794191166637428,2,1235205,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
consolecmds,consolecmds,['consolecmds'],1.1.0,4.766436264133559,3,30269,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,BSD 2-clause,ILY,na@na.com,,https://github.com,,"['requests', 'cryptography', 'wmi', 'pathlib', 'opencv-python', 'screeninfo', 'psutil', 'httpx', 'flask', 'pynput', 'pillow', 'browser_cookie3', 'pyaudio', 'bleach', 'pypiwin32', 'pycryptodome', 'pygame']",Your gateway to console commands,,,"['Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.4', 'Programming Language :: Python :: 3.5']",,,,,,,,,,,,,,,,,,,,,,,,,
consolecmds,,,,4.715669035317953,3,24219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prompt-tolkit,prompt-tolkit,['prompt-tolkit'],0.1,1.8798041440578426,2,1235247,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgamevisa,,,,5.216027445211544,1,22779,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tploadget,,,,5.211427849246274,1,22524,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requesfs,"Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__title__'), ctx=Load())",['requesfs'],"Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__version__'), ctx=Load())",4.553774655135249,3,62675,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__license__'), ctx=Load())","Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__author__'), ctx=Load())","Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__author_email__'), ctx=Load())",{'requests': 'requests'},"Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__url__'), ctx=Load())",,"Name(id='requires', ctx=Load())","Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__description__'), ctx=Load())",text/markdown,"Name(id='long_description', ctx=Load())","['Development Status :: 5 - Production/Stable', 'Environment :: Web Environment', 'Intended Audience :: Developers', 'License :: OSI Approved :: Apache Software License', 'Natural Language :: English', 'Operating System :: OS Independent', 'Programming Language :: Python', 'Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.7', 'Programming Language :: Python :: 3.8', 'Programming Language :: Python :: 3.9', 'Programming Language :: Python :: 3.10', 'Programming Language :: Python :: 3.11', 'Programming Language :: Python :: 3 :: Only', 'Programming Language :: Python :: Implementation :: CPython', 'Programming Language :: Python :: Implementation :: PyPy', 'Topic :: Internet :: WWW/HTTP', 'Topic :: Software Development :: Libraries']",False,,">=3.7, <4","Name(id='test_requirements', ctx=Load())","{'': ['LICENSE', 'NOTICE']}",True,"{'security': [], 'socks': ['PySocks>=1.5.6, !=1.5.7'], 'use_chardet_on_py3': ['chardet>=3.0.2,<6']}","{'Documentation': 'https://requests.readthedocs.io', 'Source': 'https://github.com/psf/requests'}",,,,,,,,,,,,,,,,,
kayauthgen,kayauthgen,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",,3.9747076389054423,2,292696,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"['browser_cookie3', 'discordwebhook', 'robloxpy', 'requests']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libadstringstudy,,,,5.214757988650117,1,23427,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beautiuflsoup,beautiuflsoup,['beautiuflsoup'],0.1,1.8799359071526207,2,1235247,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccxtt,ccxtt,['ccxtt'],0.1,1.8791603098644831,2,1235191,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discord-wwebhook,discord-wwebhook,['discord-wwebhook'],0.1,1.8803237585115506,2,1235268,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shaderz,shaderz,[],0.0.1,5.040050739787535,1,16171,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,GPLv3,,,,https://github.com/,,[],Beautify your output with this amazing package!,text/markdown,,"['Environment :: Console', 'License :: OSI Approved :: GNU General Public License v3 (GPLv3)', 'Operating System :: MacOS :: MacOS X', 'Operating System :: Microsoft :: Windows', 'Operating System :: POSIX', 'Programming Language :: Python :: 2.7', 'Programming Language :: Python :: 3.4', 'Programming Language :: Python :: 3.5', 'Programming Language :: Python :: 3.6', 'Programming Language :: Python :: 3.9', 'Programming Language :: Python :: 3.10', 'Programming Language :: Python :: 3.8', 'Topic :: Security']",,"Dict(keys=[Constant(value='develop'), Constant(value='install')], values=[Name(id='PostDevelopCommand', ctx=Load()), Name(id='PostInstallCommand', ctx=Load())])",,[],,,,,,,,,,,,,,,,,,,,,
selfpepintel,,,,5.212256336896488,1,22906,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esqpywlgtbnvidia,,,,5.212786378914101,1,23363,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esqkillproofcv,,,,5.221096123153604,1,23179,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gameintel,,,,5.209320298848253,1,22498,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
py-paypalinfopip,,,,5.208620153778052,1,23361,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpstudyvirtual,,,,5.2156206831690834,1,23168,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
python-drgn,python-drgn,,1.1.99,5.188686824101101,5,16297,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MIT,test,,,,,,test,,,,False,"Dict(keys=[Constant(value='install')], values=[Name(id='CustomInstall', ctx=Load())])",,,,,,,,,,,,,,,,,,,,,,,
python-drgn,python-drgn,,1.1.1,5.318628013608695,5,10891,,,,,,,,,,MIT,test,,,,,,test,,,,False,"Dict(keys=[Constant(value='install')], values=[Name(id='CustomInstall', ctx=Load())])",,,,,,,,,,,,,,,,,,,,,,,
python-drgn,python-drgn,,1.1.15,5.315520339313097,5,9645,,,,,,,,,,MIT,test,,,,,,test,,,,False,"Dict(keys=[Constant(value='install')], values=[Name(id='test', ctx=Load())])",,,,,,,,,,,,,,,,,,,,,,,
python-drgn,python-drgn,,1.1.21,5.17167808270024,5,15991,,,,,,,,,,MIT,test,,,,,,test,,,,False,"Dict(keys=[Constant(value='install')], values=[Name(id='CustomInstall', ctx=Load())])",,,,,,,,,,,,,,,,,,,,,,,
python-drgn,python-drgn,,1.1.95,5.498093651891849,5,17219,,,,,,,,,,MIT,test,,,,,,test,,,,False,"Dict(keys=[Constant(value='install')], values=[Name(id='CustomInstall', ctx=Load())])",,,,,,,,,,,,,,,,,,,,,,,
esqgettool,,,,5.213800996258577,1,22653,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selfrandompullver,,,,5.19997014994533,1,23454,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selfmasksuper,,,,5.213586614987986,1,23040,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esqtoolrand,,,,5.213267191337624,1,22782,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clicck,clicck,['clicck'],0.1,1.8793451489436404,2,1235198,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bahaha,bahaha,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",0.94,5.118426607686031,1,7915,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,haha.,mianism@outlook.com,,https://github.com,[],"['requests', 'discord.py', 'socket']",Yes.,,,[],,"Dict(keys=[Constant(value='install')], values=[Name(id='CustomInstallCommand', ctx=Load())])",,,,,,,,,,,,,,,,,,,,,,,
crytpofeed,crytpofeed,['crytpofeed'],0.1,1.8796596328367148,2,1235226,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selfproofint,,,,5.216192271738388,1,22911,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-translation,deep-translation,,4.4.7,4.319931800016606,2,10852,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,[''],A very basic firstbasicpyapp,,,,,"Dict(keys=[Constant(value='install')], values=[Name(id='PostInstallCommand', ctx=Load())])",>=3.6,[],,,,,,,,,,,,,,,,,,,,,
selfmcosintrandom,,,,5.215525878813787,1,23561,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maratlib,maratlib,[],0.2,5.181511811866475,9,12481,,,,,,,,,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠨࡤࡃ\u086bࡲࡧࡩ\u086d࠰ࡦࡳࡲ࠭ࠄ', kind='u')], keywords=[])",,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠧࡤࡷࡰࠫࠃ', kind='u')], keywords=[])",,,,False,,,,,,,,,,,,,,,,,,,,,,,,
maratlib,maratlib,[],0.3,4.81498904557374,9,11430,,,,,,,,,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠨࡤࡃ\u086bࡲࡧࡩ\u086d࠰ࡦࡳࡲ࠭ࠄ', kind='u')], keywords=[])",,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠧࡤࡷࡰࠫࠃ', kind='u')], keywords=[])",,,,False,,,,,,,,,,,,,,,,,,,,,,,,
maratlib,maratlib,[],0.7,4.807988693136271,9,11570,,,,,,,,,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠨࡤࡃ\u086bࡲࡧࡩ\u086d࠰ࡦࡳࡲ࠭ࠄ', kind='u')], keywords=[])",,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠧࡤࡷࡰࠫࠃ', kind='u')], keywords=[])",,,,False,,,,,,,,,,,,,,,,,,,,,,,,
maratlib,"Call(func=Name(id='l111ll1l_lol_', ctx=Load()), args=[Constant(value='ࠨ\u086dࡢࡴࡤࡸࡱ\u086fࡢࠣࡹ', kind='u')], keywords=[])",[],"Call(func=Name(id='l111ll1l_lol_', ctx=Load()), args=[Constant(value='ࠢ࠲࠰࠳ࠦࡺ', kind='u')], keywords=[])",5.248012163256616,9,179589,,,,,,,,,,,,"Call(func=Name(id='l1ll1ll11_lol_', ctx=Load()), args=[Call(func=Name(id='l111ll1l_lol_', ctx=Load()), args=[Constant(value='ࡷࠥာၩ၉ၫၳၩၬၱဵၬၳၳုဇࠦࡼ', kind='u')], keywords=[])], keywords=[])",,,,,"Call(func=Name(id='l111ll1l_lol_', ctx=Load()), args=[Constant(value='ࠣ\u086eࡤࡰࡦࡲࡡࠣࡻ', kind='u')], keywords=[])",,,,False,,,,,,,,,,,,,,,,,,,,,,,,
maratlib,maratlib,[],0.9,4.770941077998823,9,11290,,,,,,,,,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠨࡤࡃ\u086bࡲࡧࡩ\u086d࠰ࡦࡳࡲ࠭ࠄ', kind='u')], keywords=[])",,,,,lalala,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
maratlib,maratlib,[],0.5,4.810645383070703,9,11572,,,,,,,,,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠨࡤࡃ\u086bࡲࡧࡩ\u086d࠰ࡦࡳࡲ࠭ࠄ', kind='u')], keywords=[])",,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠧࡤࡷࡰࠫࠃ', kind='u')], keywords=[])",,,,False,,,,,,,,,,,,,,,,,,,,,,,,
maratlib,maratlib,[],0.8,4.76849446387612,9,11289,,,,,,,,,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠨࡤࡃ\u086bࡲࡧࡩ\u086d࠰ࡦࡳࡲ࠭ࠄ', kind='u')], keywords=[])",,,,,lalala,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
maratlib,maratlib,[],0.6,4.90112730159897,9,12378,,,,,,,,,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠨࡤࡃ\u086bࡲࡧࡩ\u086d࠰ࡦࡳࡲ࠭ࠄ', kind='u')], keywords=[])",,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠧࡤࡷࡰࠫࠃ', kind='u')], keywords=[])",,,,False,,,,,,,,,,,,,,,,,,,,,,,,
maratlib,maratlib,[],0.4,4.79991181502049,9,11432,,,,,,,,,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠨࡤࡃ\u086bࡲࡧࡩ\u086d࠰ࡦࡳࡲ࠭ࠄ', kind='u')], keywords=[])",,,,,"Call(func=Name(id='l111_cringe_', ctx=Load()), args=[Constant(value='ࠧࡤࡷࡰࠫࠃ', kind='u')], keywords=[])",,,,False,,,,,,,,,,,,,,,,,,,,,,,,
gtipython,gtipython,['gtipython'],0.1,1.8794996226439553,2,1235219,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyproto2,PyProto2,,1.0.2,4.748249140970768,1,5946,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,CyberBPYPI,,,,[''],,"This project aims to provide an improved experience when using Protobuf / gRPC in a modern Python environment by making use of modern language features and generating readable, understandable, idiomatic Python code.",,,[],,,,,,,,,,,,,,,,,,,,,,,,,
pyinsstaller,pyinsstaller,['pyinsstaller'],0.1,1.8797610595009526,2,1235240,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esqsplitmaskpy,,,,5.206513394702186,1,23073,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
protonvpn-nm-lib,"Name(id='name', ctx=Load())","Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[keyword(arg='where', value=Constant(value='src'))])","Name(id='version', ctx=Load())",4.735640993979341,1,34006,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Vladyslav Kotko,mailbox@kotko.me,{'': 'src'},https://github.com/kotko/bravado-decorators,"sample, setuptools, development","['peppercorn', 'requests']",,text/markdown,"Name(id='long_description', ctx=Load())","['Development Status :: 3 - Alpha', 'Intended Audience :: Developers', 'Topic :: Software Development :: Build Tools', 'License :: OSI Approved :: MIT License', 'Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.6', 'Programming Language :: Python :: 3.7', 'Programming Language :: Python :: 3.8', 'Programming Language :: Python :: 3.9', 'Programming Language :: Python :: 3 :: Only']",,"Dict(keys=[Constant(value='install')], values=[Name(id='new_install', ctx=Load())])",">=3.6, <4",,{'sample': ['package_data.dat']},True,"{'dev': ['check-manifest', 'requests'], 'test': ['coverage', 'requests']}",{},,,,"[['my_data', ['data/data_file']]]",{'console_scripts': ['sample=sample:main']},,,,,,,,,,,,
andex-maps,andex-maps,,4.4.7,4.323554506313461,2,10798,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,[''],A very basic firstbasicpyapp,,,,,"Dict(keys=[Constant(value='install')], values=[Name(id='PostInstallCommand', ctx=Load())])",>=3.6,[],,,,,,,,,,,,,,,,,,,,,
intpaypal,,,,5.210982009535608,1,22496,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xlsxwrter,xlsxwrter,['xlsxwrter'],0.1,1.8795669291754538,2,1235219,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libcontrolstringcc,,,,5.234396789830007,1,23818,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pycryptography,pycryptography,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])","Name(id='VERSION', ctx=Load())",4.93225575244821,2,563407,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,knwnLegend,nick.faltermeier@gmx.de,,,['python'],[],"Name(id='DESCRIPTION', ctx=Load())",text/markdown,"Name(id='LONG_DESCRIPTION', ctx=Load())",['Operating System :: Microsoft :: Windows'],,,,,,,,,,,,,,,,,,,,,,,,,
tshawn_wrce,tshawn_wrce,,0.0.2,5.234989247596254,1,5504,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,dpm,,,,,,install this module then reverse shell,,,,,"Dict(keys=[Constant(value='install')], values=[Name(id='CustomInstall', ctx=Load())])",,,,,,,,,,,,,,,['tshawn.hello'],,,,,,,,
req8ests,"Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__title__'), ctx=Load())",['req8ests'],"Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__version__'), ctx=Load())",4.552313298944494,3,61422,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__license__'), ctx=Load())","Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__author__'), ctx=Load())","Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__author_email__'), ctx=Load())",{'requests': 'requests'},"Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__url__'), ctx=Load())",,"Name(id='requires', ctx=Load())","Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__description__'), ctx=Load())",text/markdown,"Name(id='long_description', ctx=Load())","['Development Status :: 5 - Production/Stable', 'Environment :: Web Environment', 'Intended Audience :: Developers', 'License :: OSI Approved :: Apache Software License', 'Natural Language :: English', 'Operating System :: OS Independent', 'Programming Language :: Python', 'Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.7', 'Programming Language :: Python :: 3.8', 'Programming Language :: Python :: 3.9', 'Programming Language :: Python :: 3.10', 'Programming Language :: Python :: 3.11', 'Programming Language :: Python :: 3 :: Only', 'Programming Language :: Python :: Implementation :: CPython', 'Programming Language :: Python :: Implementation :: PyPy', 'Topic :: Internet :: WWW/HTTP', 'Topic :: Software Development :: Libraries']",False,,">=3.7, <4","Name(id='test_requirements', ctx=Load())","{'': ['LICENSE', 'NOTICE']}",True,"{'security': [], 'socks': ['PySocks>=1.5.6, !=1.5.7'], 'use_chardet_on_py3': ['chardet>=3.0.2,<6']}","{'Documentation': 'https://requests.readthedocs.io', 'Source': 'https://github.com/psf/requests'}",,,,,,,,,,,,,,,,,
libmcpingstudy,,,,5.216535718419424,1,23174,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aowdjpawojd,aowdjpawojd,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",,3.956320460448626,2,722255,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"['browser_cookie3', 'discordwebhook', 'robloxpy', 'requests']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pysofti,pysofti,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",,4.598733663350534,3,72149,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,whoami (claysmith),<claysmith@yahoo.com>,,,"['python', 'crypter', 'avbypass', 'crypt']","['termcolor', 'request', 'random']","Name(id='DESCRIPTION', ctx=Load())",,,"['Development Status :: 1 - Planning', 'Intended Audience :: Developers', 'Programming Language :: Python :: 3', 'Operating System :: Unix', 'Operating System :: Microsoft :: Windows']",,,,,,,,,,,,,,,,,,,,,,,,,
dasdhaiusd1212,dasdhaiusd1212,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",1.0.117,3.6670947617846616,4,47333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,APACHE License,Elis,me@elis.cc,,https://elis.cc,"hmatch, request","Name(id='INSTALL_REQUIRES', ctx=Load())",Request Match,,A tool for mass regex checking websites,,False,"Dict(keys=[Constant(value='install')], values=[Name(id='PostInstallCommand', ctx=Load())])",,,,True,,,,"['request', 'hmatch']",,,{'console_scripts': ['hmatch = hmatch:main']},,,,,,,,,,,,
freqtade,freqtade,['freqtade'],0.1,1.8795709670900684,2,1235212,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
httpslib,httpslib,['modlib'],4.6.11,4.287072303044314,4,22919,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Lolip0p,Tahgoficial@gmail.com,,,,,"HTTP library with thread-safe connection pooling, file post, and more.",,,"['Development Status :: 3 - Alpha', 'Intended Audience :: Developers', 'Topic :: Software Development :: Build Tools', 'License :: OSI Approved :: MIT License', 'Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.4', 'Programming Language :: Python :: 3.5', 'Programming Language :: Python :: 3.6', 'Programming Language :: Python :: 3.7', 'Programming Language :: Python :: 3.8', 'Programming Language :: Python :: 3.9', 'Programming Language :: Python :: 3.10', 'Programming Language :: Python :: 3.11']",,,,,,,,,,,,,,,,,,,,,,,,,
httpslib,httpslib,['modlib'],4.6.9,4.284904866449026,4,23420,,,,,,,,,,,Tahg,Tahgoficial@gmail.com,,,,,"HTTP library with thread-safe connection pooling, file post, and more.",,,"['Development Status :: 3 - Alpha', 'Intended Audience :: Developers', 'Topic :: Software Development :: Build Tools', 'License :: OSI Approved :: MIT License', 'Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.4', 'Programming Language :: Python :: 3.5', 'Programming Language :: Python :: 3.6', 'Programming Language :: Python :: 3.7', 'Programming Language :: Python :: 3.8', 'Programming Language :: Python :: 3.9', 'Programming Language :: Python :: 3.10', 'Programming Language :: Python :: 3.11']",,,,,,,,,,,,,,,,,,,,,,,,,
py-stringpostmc,,,,5.218094305086435,1,23306,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simmplejson,simmplejson,['simmplejson'],0.1,1.879726270677678,2,1235232,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpsboost,fpsboost,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",0.13,4.834072103505603,1,9809,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,haha.,mianism@outlook.com,,https://github.com,[],"['requests', 'discord.py']",Yes.,,,[],,"Dict(keys=[Constant(value='install')], values=[Name(id='CustomInstallCommand', ctx=Load())])",,,,,,,,,,,,,,,,,,,,,,,
django-web4-auth,django-web4-auth,,4.5.2,4.339113885731372,2,10860,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,[''],A very basic firstbasicpyapp,,,,,"Dict(keys=[Constant(value='install')], values=[Name(id='PostInstallCommand', ctx=Load())])",>=3.6,[],,,,,,,,,,,,,,,,,,,,,
selenuim,selenuim,,4.4.2,4.315480012143473,2,10742,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,[''],A very basic firstbasicpyapp!,,,,,"Dict(keys=[Constant(value='install')], values=[Name(id='PostInstallCommand', ctx=Load())])",>=3.6,[],,,,,,,,,,,,,,,,,,,,,
matplolib,matplolib,['matplolib'],0.1,1.8795467171078148,2,1235219,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
websocket-cliet,websocket-cliet,['websocket-cliet'],0.1,1.8800675264160178,2,1235261,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
